sku,year,make,model
sku635,1995,make22,model70
sku236,2003,make21,model78
sku482,1998,make29,model6
sku318,1990,make25,model101
sku315,2003,make29,model101
sku933,1992,make18,model163
sku417,1992,make48,model83
sku696,2005,make13,model165
sku859,2006,make24,model47
sku256,2010,make13,model369
sku213,2009,make38,model265
sku861,1995,make37,model88
sku801,1997,make19,model367
sku383,2007,make3,model400
sku830,1990,make49,model263
sku651,1994,make43,model255
sku879,1997,make31,model68
sku198,2010,make44,model205
sku672,2004,make47,model266
sku852,2006,make36,model326
sku968,1991,make20,model176
sku816,2000,make8,model323
sku455,1992,make9,model53
sku318,1990,make31,model98
sku345,1995,make17,model272
sku70,1994,make48,model371
sku823,2011,make14,model338
sku561,2013,make17,model264
sku62,2007,make44,model439
sku151,1990,make27,model303
sku140,2006,make36,model229
sku714,1997,make33,model30
sku545,2013,make31,model307
sku186,2003,make18,model5
sku443,2005,make35,model2
sku606,1990,make27,model334
sku720,1999,make28,model435
sku437,1991,make24,model288
sku757,1994,make2,model236
sku513,2006,make27,model29
sku667,1993,make34,model426
sku682,1990,make43,model62
sku652,2003,make7,model129
sku552,2005,make47,model136
sku69,2001,make8,model253
sku534,2004,make4,model146
sku802,1992,make39,model158
sku795,1996,make19,model231
sku419,1991,make16,model50
sku67,1994,make12,model359
sku715,1998,make49,model133
sku10,2011,make27,model39
sku366,2006,make30,model450
sku292,2005,make10,model47
sku774,2012,make21,model284
sku239,2008,make2,model329
sku822,1998,make38,model445
sku513,2013,make31,model114
sku330,2003,make25,model170
sku480,1990,make21,model423
sku705,2013,make38,model498
sku661,2012,make5,model217
sku881,2001,make1,model60
sku276,1990,make39,model49
sku371,2002,make50,model442
sku512,2004,make6,model421
sku173,2004,make10,model326
sku632,2004,make25,model168
sku596,1995,make17,model129
sku172,2000,make35,model26
sku916,2006,make9,model96
sku721,2012,make15,model46
sku479,1996,make49,model496
sku865,1992,make42,model19
sku690,1990,make35,model161
sku609,1994,make33,model102
sku425,2013,make23,model298
sku409,1993,make33,model162
sku841,2009,make26,model281
sku767,2009,make33,model123
sku75,2005,make12,model470
sku715,1991,make49,model202
sku78,2005,make37,model343
sku851,1999,make45,model138
sku371,1998,make44,model390
sku499,2002,make6,model170
sku338,2004,make45,model52
sku418,2003,make18,model247
sku180,2004,make22,model447
sku650,1999,make15,model364
sku73,1990,make21,model462
sku405,1997,make10,model388
sku651,1991,make28,model75
sku588,2005,make25,model463
sku272,1999,make2,model345
sku938,1999,make10,model59
sku961,2004,make1,model305
sku20,1997,make17,model47
sku331,2007,make1,model368
sku51,1995,make26,model351
sku282,1991,make43,model435
sku718,1998,make40,model495
sku720,2009,make34,model329
sku198,2010,make39,model79
sku473,2008,make39,model247
sku94,1992,make30,model212
sku854,2004,make8,model453
sku813,2006,make31,model47
sku731,2000,make49,model225
sku788,2008,make22,model254
sku576,1992,make9,model387
sku977,2012,make47,model225
sku724,2006,make48,model409
sku803,2002,make13,model328
sku128,1999,make28,model471
sku68,1993,make2,model400
sku618,2013,make13,model203
sku750,2006,make46,model163
sku802,1991,make5,model390
sku16,1990,make12,model370
sku725,1994,make28,model264
sku700,2009,make10,model414
sku194,2007,make39,model131
sku908,2009,make3,model263
sku797,1997,make47,model273
sku991,2010,make44,model397
sku919,2013,make29,model467
sku995,2009,make34,model360
sku972,1995,make13,model336
sku22,2000,make25,model108
sku172,1996,make24,model40
sku65,2002,make31,model431
sku840,2002,make21,model416
sku374,1996,make32,model147
sku244,1994,make12,model120
sku994,2011,make48,model483
sku125,1994,make32,model74
sku633,1993,make19,model403
sku397,2010,make45,model231
sku371,2001,make17,model106
sku19,2007,make3,model197
sku6,2005,make35,model125
sku858,2011,make25,model426
sku810,2000,make41,model468
sku649,2000,make5,model141
sku583,2000,make5,model490
sku279,2013,make22,model325
sku454,2008,make43,model237
sku491,2011,make44,model249
sku563,2003,make38,model211
sku461,1995,make14,model135
sku678,1992,make11,model163
sku537,1996,make31,model60
sku726,2006,make5,model2
sku660,2002,make33,model57
sku299,2002,make30,model395
sku412,2000,make15,model488
sku999,1990,make20,model230
sku264,2005,make37,model471
sku752,2012,make14,model144
sku215,2010,make21,model471
sku565,2002,make48,model112
sku41,2004,make17,model170
sku108,2012,make7,model260
sku371,1999,make25,model185
sku445,2011,make42,model354
sku553,2003,make33,model153
sku487,2011,make30,model351
sku789,2013,make33,model177
sku502,2004,make29,model271
sku182,2011,make45,model145
sku835,1990,make41,model103
sku422,1997,make29,model433
sku189,1999,make29,model371
sku957,1995,make3,model222
sku137,2005,make8,model463
sku636,2008,make14,model69
sku371,2010,make34,model276
sku769,2003,make43,model302
sku567,2005,make41,model495
sku950,1999,make43,model70
sku783,2000,make45,model370
sku649,2012,make10,model393
sku565,1997,make36,model100
sku111,2013,make17,model241
sku845,1990,make2,model307
sku574,2010,make11,model70
sku522,1990,make7,model236
sku404,2013,make31,model94
sku409,2001,make47,model29
sku417,1992,make43,model491
sku433,2003,make10,model272
sku543,2002,make2,model194
sku532,1991,make50,model53
sku931,1995,make13,model227
sku236,1998,make47,model320
sku355,2002,make42,model382
sku25,2008,make42,model221
sku858,2005,make22,model145
sku216,2004,make42,model380
sku119,2010,make8,model326
sku915,1993,make38,model423
sku357,2013,make15,model297
sku373,1995,make12,model364
sku756,1991,make25,model390
sku809,1997,make12,model333
sku973,2005,make48,model95
sku244,2008,make48,model182
sku645,1992,make1,model280
sku234,2008,make21,model295
sku768,2006,make10,model70
sku923,1999,make44,model339
sku471,1998,make23,model140
sku666,2006,make48,model319
sku319,2011,make42,model282
sku689,2008,make47,model167
sku863,2012,make45,model48
sku707,1997,make35,model238
sku996,2010,make31,model459
sku281,2001,make30,model376
sku837,1991,make2,model251
sku729,2013,make7,model24
sku876,2013,make31,model282
sku736,2002,make45,model300
sku472,2008,make35,model90
sku83,1999,make33,model39
sku246,1996,make50,model263
sku747,2004,make14,model292
sku643,1997,make5,model186
sku283,1995,make21,model79
sku187,1990,make37,model462
sku561,2004,make27,model17
sku406,1995,make11,model244
sku594,2010,make29,model420
sku129,2003,make19,model438
sku152,2005,make23,model397
sku949,2002,make9,model116
sku765,2003,make20,model476
sku609,1992,make44,model85
sku728,1999,make11,model67
sku610,1999,make32,model102
sku274,1994,make3,model202
sku748,1999,make14,model450
sku48,2007,make35,model499
sku277,2010,make12,model21
sku438,2004,make50,model23
sku726,2010,make11,model227
sku263,1999,make30,model437
sku827,1994,make4,model51
sku394,1992,make26,model71
sku524,2008,make2,model286
sku516,2007,make29,model397
sku588,2009,make42,model13
sku410,2009,make4,model68
sku694,1996,make30,model478
sku700,1994,make42,model264
sku384,2011,make32,model389
sku20,1993,make46,model272
sku910,2012,make6,model213
sku689,2006,make11,model138
sku476,1991,make16,model443
sku879,1998,make2,model286
sku656,2004,make27,model178
sku787,1998,make45,model86
sku258,2002,make48,model139
sku638,2010,make42,model274
sku823,2012,make49,model256
sku616,1994,make40,model46
sku242,1992,make49,model60
sku460,2013,make35,model58
sku608,1995,make24,model198
sku574,1998,make29,model416
sku861,2002,make6,model249
sku378,2012,make3,model101
sku863,1990,make36,model239
sku206,2001,make29,model224
sku588,2003,make29,model24
sku542,1996,make9,model75
sku476,2005,make28,model25
sku986,1992,make44,model424
sku622,2013,make18,model500
sku916,1999,make11,model389
sku405,2011,make13,model305
sku412,2009,make3,model500
sku369,2004,make3,model455
sku880,1994,make3,model178
sku840,2004,make21,model413
sku713,1996,make34,model167
sku271,1990,make17,model93
sku405,2002,make49,model405
sku445,1995,make21,model428
sku42,2001,make43,model206
sku97,2011,make17,model488
sku106,1999,make17,model473
sku983,2007,make39,model348
sku18,2000,make2,model144
sku457,1998,make24,model431
sku895,2000,make34,model170
sku654,1992,make10,model348
sku564,1991,make6,model330
sku948,2000,make32,model27
sku806,2013,make50,model395
sku701,2008,make25,model360
sku209,2002,make1,model333
sku873,2001,make27,model384
sku915,1994,make6,model284
sku285,1997,make14,model424
sku350,1998,make26,model149
sku796,1993,make18,model301
sku109,1998,make20,model405
sku116,2010,make27,model162
sku385,2002,make50,model129
sku13,2002,make2,model464
sku711,1993,make25,model498
sku430,2008,make43,model390
sku128,1998,make4,model462
sku493,2000,make27,model301
sku775,2011,make21,model445
sku786,2012,make11,model85
sku473,1994,make22,model243
sku718,2000,make21,model215
sku581,2011,make22,model6
sku663,1996,make40,model396
sku616,2010,make36,model55
sku293,1995,make36,model34
sku151,1992,make48,model468
sku59,1994,make6,model266
sku374,2002,make1,model46
sku984,2000,make26,model282
sku332,2012,make29,model498
sku209,1998,make40,model413
sku230,2001,make47,model261
sku735,2005,make30,model443
sku762,2003,make42,model411
sku716,2012,make18,model45
sku460,1998,make9,model222
sku793,2006,make1,model62
sku641,2003,make6,model425
sku944,2011,make34,model87
sku401,2004,make35,model68
sku250,1996,make2,model6
sku827,2010,make42,model271
sku768,1994,make32,model114
sku550,2009,make34,model172
sku507,2006,make24,model74
sku256,2004,make50,model100
sku488,2006,make19,model444
sku280,1991,make2,model265
sku347,1991,make27,model87
sku884,1998,make36,model326
sku555,1998,make44,model53
sku153,2003,make23,model330
sku223,2011,make41,model240
sku498,2009,make34,model493
sku476,1991,make44,model378
sku113,2011,make15,model230
sku938,2009,make32,model411
sku195,1998,make24,model375
sku689,1998,make43,model421
sku897,1997,make26,model60
sku214,1997,make30,model356
sku111,1996,make35,model294
sku322,2003,make18,model217
sku463,2004,make45,model200
sku447,2002,make12,model321
sku868,2006,make20,model279
sku42,1995,make20,model470
sku543,2011,make3,model379
sku205,2005,make24,model158
sku930,1993,make46,model126
sku732,1995,make35,model98
sku866,2003,make30,model156
sku100,2009,make48,model484
sku508,1998,make27,model275
sku585,2012,make25,model64
sku819,2003,make45,model12
sku202,1998,make17,model66
sku515,1995,make20,model124
sku482,1991,make23,model174
sku646,1990,make33,model373
sku851,2004,make36,model180
sku953,1995,make46,model269
sku157,1999,make34,model488
sku942,2003,make50,model72
sku898,1998,make14,model206
sku576,2005,make33,model29
sku726,1992,make21,model186
sku135,1991,make6,model493
sku675,2009,make18,model314
sku64,1996,make9,model111
sku647,2009,make10,model294
sku374,1994,make37,model136
sku529,1990,make35,model52
sku665,1998,make9,model196
sku441,2003,make39,model288
sku629,2011,make28,model152
sku706,2011,make47,model385
sku154,1992,make50,model401
sku921,1994,make20,model147
sku377,1992,make29,model453
sku126,1995,make1,model396
sku590,1994,make10,model15
sku735,2012,make31,model182
sku819,1993,make34,model263
sku68,2004,make15,model111
sku688,1996,make2,model304
sku466,1999,make46,model422
sku529,2001,make38,model328
sku715,2008,make23,model152
sku925,2005,make17,model330
sku567,2012,make2,model193
sku102,2006,make46,model85
sku280,1994,make20,model484
sku485,1999,make29,model476
sku821,2001,make40,model175
sku942,2002,make1,model328
sku296,2000,make48,model110
sku74,1997,make44,model320
sku232,2011,make2,model167
sku585,2012,make26,model433
sku139,2011,make42,model312
sku303,1999,make29,model62
sku881,1998,make24,model412
sku907,2001,make24,model102
sku923,2000,make22,model498
sku732,1997,make32,model482
sku199,2005,make15,model392
sku597,2009,make33,model368
sku689,2001,make18,model496
sku884,2012,make6,model383
sku300,2004,make30,model104
sku59,1991,make21,model491
sku504,2009,make49,model118
sku130,2004,make10,model164
sku272,2001,make6,model434
sku291,2008,make31,model490
sku235,2013,make49,model59
sku894,1992,make45,model97
sku668,2001,make21,model364
sku533,2009,make36,model19
sku640,2006,make14,model385
sku294,2001,make5,model283
sku963,1994,make22,model127
sku964,1990,make12,model99
sku996,1994,make16,model445
sku286,1994,make5,model477
sku666,2001,make35,model100
sku293,1999,make12,model466
sku70,2002,make36,model182
sku974,2009,make47,model468
sku6,1998,make10,model485
sku396,2000,make9,model196
sku623,2001,make15,model455
sku680,1998,make44,model173
sku848,2003,make28,model70
sku930,2008,make4,model500
sku282,2008,make19,model128
sku571,1996,make10,model288
sku652,1999,make28,model24
sku801,2007,make22,model212
sku194,2007,make17,model437
sku85,1994,make11,model466
sku736,2008,make4,model333
sku536,1993,make34,model409
sku917,1990,make4,model244
sku319,1996,make4,model485
sku645,2004,make1,model223
sku319,2000,make44,model257
sku176,1994,make20,model130
sku395,2004,make10,model66
sku362,1996,make40,model449
sku407,2001,make36,model162
sku488,2008,make41,model403
sku52,2010,make39,model349
sku481,2008,make8,model400
sku247,1990,make16,model212
sku213,2006,make35,model304
sku300,2010,make37,model331
sku137,2002,make28,model272
sku993,1996,make44,model240
sku59,2006,make15,model55
sku551,1991,make41,model16
sku852,2012,make42,model50
sku961,1993,make27,model87
sku841,1994,make39,model71
sku77,2002,make41,model107
sku49,1998,make38,model21
sku630,2004,make27,model344
sku301,2009,make40,model426
sku866,2004,make45,model359
sku553,2007,make41,model257
sku856,1998,make35,model349
sku539,2001,make42,model308
sku980,2005,make42,model15
sku995,2004,make4,model312
sku208,2004,make16,model254
sku396,1992,make18,model131
sku712,1995,make49,model132
sku952,2009,make39,model404
sku128,2001,make26,model334
sku924,1998,make15,model452
sku977,1992,make47,model486
sku693,1990,make30,model451
sku591,2011,make21,model494
sku13,2008,make13,model362
sku6,1995,make50,model479
sku18,2008,make39,model73
sku223,1996,make41,model73
sku608,1992,make3,model292
sku201,2013,make28,model447
sku980,1993,make40,model285
sku53,1994,make28,model33
sku968,2009,make40,model487
sku29,2008,make47,model23
sku540,2006,make10,model381
sku964,1990,make46,model286
sku95,2012,make8,model148
sku936,2006,make10,model458
sku856,2013,make25,model454
sku184,1990,make49,model76
sku844,2008,make7,model436
sku539,1991,make46,model40
sku753,1992,make42,model358
sku112,2007,make15,model104
sku704,2000,make26,model320
sku148,2006,make28,model2
sku673,1990,make46,model428
sku79,2011,make1,model462
sku646,1993,make40,model93
sku189,2007,make14,model471
sku821,1992,make33,model467
sku850,2012,make7,model277
sku383,2005,make10,model265
sku333,2007,make27,model3
sku784,2000,make44,model431
sku325,2010,make40,model486
sku999,2003,make8,model94
sku290,2000,make7,model56
sku520,2008,make3,model185
sku727,1994,make47,model55
sku825,1992,make32,model79
sku858,1994,make9,model321
sku613,1990,make26,model469
sku888,1996,make46,model444
sku865,1991,make4,model77
sku479,1994,make14,model500
sku986,1997,make19,model357
sku490,1996,make42,model157
sku401,2001,make24,model129
sku632,2005,make45,model122
sku652,1999,make10,model270
sku687,1992,make22,model276
sku151,2002,make36,model315
sku703,2013,make32,model344
sku276,2013,make21,model383
sku282,1995,make4,model342
sku684,2003,make47,model158
sku181,2010,make28,model417
sku239,2007,make19,model463
sku828,2009,make24,model490
sku299,1994,make31,model1
