"year","make","model","option","category","subcategory","country"
"1992","Harley-Davidson","CLASSIC TOUR GLIDE","Base","Motorcycle","Powersports","USA"
"1992","Harley-Davidson","FAT BOY","Base","Motorcycle","Powersports","USA"
"1992","Harley-Davidson","SOFTAIL SPECIAL","Base","Motorcycle","Powersports","USA"
"1993","Harley-Davidson","CLASSIC ELECTRA","Base","Motorcycle","Powersports","USA"
"1993","Harley-Davidson","DYNA WIDE GLIDE","Base","Motorcycle","Powersports","USA"
"1993","Harley-Davidson","ROAD KING","Base","Motorcycle","Powersports","USA"
"1993","Harley-Davidson","SOFTAIL CLASSIC","Base","Motorcycle","Powersports","USA"
"1994","Harley-Davidson","ELECTRA GLIDE","Base","Motorcycle","Powersports","USA"
"1994","Harley-Davidson","FAT BOY","Base","Motorcycle","Powersports","USA"
"1994","Harley-Davidson","SOFTAIL CLASSIC","Base","Motorcycle","Powersports","USA"
"1994","Harley-Davidson","SPORTSTER 883","Base","Motorcycle","Powersports","USA"
"1995","Harley-Davidson","FXR","Base","Motorcycle","Powersports","USA"
"1995","Harley-Davidson","SOFTAIL CLASSIC","Base","Motorcycle","Powersports","USA"
"1995","Harley-Davidson","SOFTAIL SPECIAL","Base","Motorcycle","Powersports","USA"
"1995","Harley-Davidson","SPORTSTER 1200","Base","Motorcycle","Powersports","USA"
"1995","Harley-Davidson","SPORTSTER 883","Base","Motorcycle","Powersports","USA"
"1996","Harley-Davidson","CLASSIC TOUR GLIDE","Base","Motorcycle","Powersports","USA"
"1996","Harley-Davidson","DYNA WIDE GLIDE","Base","Motorcycle","Powersports","USA"
"1996","Harley-Davidson","FAT BOY","Base","Motorcycle","Powersports","USA"
"1996","Harley-Davidson","ROAD KING","Base","Motorcycle","Powersports","USA"
"1996","Harley-Davidson","SPORTSTER 883","Base","Motorcycle","Powersports","USA"
"1997","Harley-Davidson","ELECTRA GLIDE","Base","Motorcycle","Powersports","USA"
"1997","Harley-Davidson","FXR","Base","Motorcycle","Powersports","USA"
"1997","Harley-Davidson","SPRINGER SOFTAL","Base","Motorcycle","Powersports","USA"
"1998","Harley-Davidson","CLASSIC TOUR GLIDE","Base","Motorcycle","Powersports","USA"
"1998","Harley-Davidson","DYNA LOW RIDER","Base","Motorcycle","Powersports","USA"
"1998","Harley-Davidson","DYNA WIDE GLIDE","Base","Motorcycle","Powersports","USA"
"1999","Harley-Davidson","DYNA LOW RIDER","Base","Motorcycle","Powersports","USA"
"1999","Harley-Davidson","ELECTRA GLIDE","Base","Motorcycle","Powersports","USA"
"1999","Harley-Davidson","ELECTRA GLIDE STANDARD","Base","Motorcycle","Powersports","USA"
"1999","Harley-Davidson","NIGHT TRAIN","Base","Motorcycle","Powersports","USA"
"1999","Harley-Davidson","SCREAMIN EAGLE","Base","Motorcycle","Powersports","USA"
"1999","Harley-Davidson","SOFTAIL SPECIAL","Base","Motorcycle","Powersports","USA"
"1999","Harley-Davidson","SPORTSTER 1200 S","Base","Motorcycle","Powersports","USA"
"2000","Harley-Davidson","DYNA LOW RIDER","Base","Motorcycle","Powersports","USA"
"2000","Harley-Davidson","FXDWG2","Base","Motorcycle","Powersports","USA"
"2000","Harley-Davidson","ROAD KING","Base","Motorcycle","Powersports","USA"
"2000","Harley-Davidson","ROAD KING CLASSIC","Base","Motorcycle","Powersports","USA"
"2000","Harley-Davidson","SCREAMIN EAGLE","Base","Motorcycle","Powersports","USA"
"2000","Harley-Davidson","SOFTAIL CUSTOM","Base","Motorcycle","Powersports","USA"
"2001","Harley-Davidson","DYNA LOW RIDER","Base","Motorcycle","Powersports","USA"
"2001","Harley-Davidson","FXDWG3","Base","Motorcycle","Powersports","USA"
"2001","Harley-Davidson","HERITAGE SPRGER","Base","Motorcycle","Powersports","USA"
"2001","Harley-Davidson","SOFTAIL NIGHT TRAIN","Base","Motorcycle","Powersports","USA"
"2001","Harley-Davidson","SPORTSTER 1200 S","Base","Motorcycle","Powersports","USA"
"2002","Harley-Davidson","ROAD KING","Base","Motorcycle","Powersports","USA"
"2002","Harley-Davidson","SOFTAIL STANDARD","Base","Motorcycle","Powersports","USA"
"2002","Harley-Davidson","SPORTSTER 1200 CUSTOM","Base","Motorcycle","Powersports","USA"
"2003","Harley-Davidson","ELECTRA GLIDE CLASSIC","Base","Motorcycle","Powersports","USA"
"2003","Harley-Davidson","ELECTRA GLIDE STANDARD","Base","Motorcycle","Powersports","USA"
"2003","Harley-Davidson","HERITAGE SPRGER","Base","Motorcycle","Powersports","USA"
"2003","Harley-Davidson","SCREAMIN EAGLE FAT BOY CUSTOM","Base","Motorcycle","Powersports","USA"
"2003","Harley-Davidson","SOFTAIL DEUCE","Base","Motorcycle","Powersports","USA"
"2003","Harley-Davidson","SOFTAIL FAT BOY","Base","Motorcycle","Powersports","USA"
"2003","Harley-Davidson","SPORTSTER 883 H","Base","Motorcycle","Powersports","USA"
"2004","Harley-Davidson","DYNA SUPER GLIDE","Base","Motorcycle","Powersports","USA"
"2004","Harley-Davidson","DYNA WIDE GILDE","Base","Motorcycle","Powersports","USA"
"2004","Harley-Davidson","ELECTRA GLIDE STANDARD","Base","Motorcycle","Powersports","USA"
"2004","Harley-Davidson","SCREAMIN EAGLE ULTRA-ELECTRA CUSTOM","Base","Motorcycle","Powersports","USA"
"2004","Harley-Davidson","SOFTAIL NIGHT TRAIN","Base","Motorcycle","Powersports","USA"
"2004","Harley-Davidson","SOFTAIL STANDARD","Base","Motorcycle","Powersports","USA"
"2004","Harley-Davidson","SPORTSTER 883 LOW","Base","Motorcycle","Powersports","USA"
"2005","Harley-Davidson","DYNA 35TH ANNIVERSARY SUPER GLIDE","Base","Motorcycle","Powersports","USA"
"2005","Harley-Davidson","DYNA LOW RIDER","Base","Motorcycle","Powersports","USA"
"2005","Harley-Davidson","ROAD KING","Base","Motorcycle","Powersports","USA"
"2005","Harley-Davidson","SCREAMIN EAGLE FAT BOY CUSTOM","Base","Motorcycle","Powersports","USA"
"2005","Harley-Davidson","SOFTAIL FAT BOY","Base","Motorcycle","Powersports","USA"
"2005","Harley-Davidson","SOFTAIL STANDARD","Base","Motorcycle","Powersports","USA"
"2005","Harley-Davidson","SPORTSTER 1200 ROADSTER","Base","Motorcycle","Powersports","USA"
"2005","Harley-Davidson","SPORTSTER 883 CUSTOM","Base","Motorcycle","Powersports","USA"
"2005","Harley-Davidson","VRSC V-ROD","Base","Motorcycle","Powersports","USA"
"2006","Harley-Davidson","DYNA LOW RIDER","Base","Motorcycle","Powersports","USA"
"2006","Harley-Davidson","DYNA WIDE GILDE","Base","Motorcycle","Powersports","USA"
"2006","Harley-Davidson","ROAD GLIDE","Base","Motorcycle","Powersports","USA"
"2006","Harley-Davidson","SCREAMIN EAGLE FAT BOY CUSTOM","Base","Motorcycle","Powersports","USA"
"2006","Harley-Davidson","SCREAMIN EAGLE ULTRA-ELECTRA CUSTOM","Base","Motorcycle","Powersports","USA"
"2006","Harley-Davidson","SOFTAIL DEUCE","Base","Motorcycle","Powersports","USA"
"2006","Harley-Davidson","SOFTAIL SPRINGER CLASSIC","Base","Motorcycle","Powersports","USA"
"2006","Harley-Davidson","SPORTSTER 1200 ROADSTER","Base","Motorcycle","Powersports","USA"
"2006","Harley-Davidson","SPORTSTER 883R","Base","Motorcycle","Powersports","USA"
"2006","Harley-Davidson","STREET GLIDE","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","DYNA LOW RIDER","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","DYNA SUPER GLIDE","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","DYNA WIDE GILDE","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","ELECTRA GLIDE STANDARD","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","ROAD GLIDE","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","ROAD KING CUSTOM","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","SCREAMIN EAGLE DYNA CUSTOM","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","SOFTAIL FAT BOY","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","SPORTSTER 1200 CUSTOM","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","SPORTSTER 883 CUSTOM","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","SPORTSTER 883 LOW","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","STREET GLIDE","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","VRSC NIGHT ROD","Base","Motorcycle","Powersports","USA"
"2007","Harley-Davidson","VRSC STREET ROD","Base","Motorcycle","Powersports","USA"
"2008","Harley-Davidson","ROAD GLIDE","Base","Motorcycle","Powersports","USA"
"2008","Harley-Davidson","SOFTAIL CUSTOM","Base","Motorcycle","Powersports","USA"
"2008","Harley-Davidson","SOFTAIL FAT BOY","Base","Motorcycle","Powersports","USA"
"2008","Harley-Davidson","SOFTAIL NIGHT TRAIN","Base","Motorcycle","Powersports","USA"
"2008","Harley-Davidson","SPORTSTER 1200 ROADSTER","Base","Motorcycle","Powersports","USA"
"2008","Harley-Davidson","ULTRA CLASSIC ELECTRA GLIDE","Base","Motorcycle","Powersports","USA"
"2009","Harley-Davidson","DYNA SUPER GLIDE CUSTOM","Base","Motorcycle","Powersports","USA"
"2009","Harley-Davidson","ELECTRA GLIDE STANDARD","Base","Motorcycle","Powersports","USA"
"2009","Harley-Davidson","SOFTAIL DELUXE","Base","Motorcycle","Powersports","USA"
"2009","Harley-Davidson","SOFTAIL FAT BOY","Base","Motorcycle","Powersports","USA"
"1985","Honda","VT1100","Base","Motorcycle","Powersports","USA"
"1989","Honda","VT800","Base","Motorcycle","Powersports","USA"
"1990","Honda","CB125","Base","Motorcycle","Powersports","USA"
"1990","Honda","CB450","Base","Motorcycle","Powersports","USA"
"1990","Honda","EZ90","Base","Motorcycle","Powersports","USA"
"1990","Honda","FOURTRAX 200","Base","ATV","Powersports","USA"
"1990","Honda","H100","Base","Motorcycle","Powersports","USA"
"1990","Honda","MTX125","Base","Motorcycle","Powersports","USA"
"1990","Honda","SA50","Base","Motorcycle","Powersports","USA"
"1990","Honda","TRX125","Base","Motorcycle","Powersports","USA"
"1991","Honda","CG125","Base","Motorcycle","Powersports","USA"
"1991","Honda","GL100","Base","Motorcycle","Powersports","USA"
"1991","Honda","VFR400","Base","Motorcycle","Powersports","USA"
"1991","Honda","XL600 TRANSALP","Base","Motorcycle","Powersports","USA"
"1991","Honda","XRV750 AT","Base","Motorcycle","Powersports","USA"
"1991","Honda","Z50","Base","Motorcycle","Powersports","USA"
"1991","Honda","ZB50","Base","Motorcycle","Powersports","USA"
"1992","Honda","CB125","Base","Motorcycle","Powersports","USA"
"1992","Honda","CG125","Base","Motorcycle","Powersports","USA"
"1992","Honda","CR80","Base","Motorcycle","Powersports","USA"
"1992","Honda","CT125","Base","Motorcycle","Powersports","USA"
"1992","Honda","CT200","Base","Motorcycle","Powersports","USA"
"1992","Honda","GL1500 GOLDWING","Base","Motorcycle","Powersports","USA"
"1992","Honda","GL195","Base","Motorcycle","Powersports","USA"
"1992","Honda","NH90","Base","Motorcycle","Powersports","USA"
"1992","Honda","NSR125","Base","Motorcycle","Powersports","USA"
"1992","Honda","NSR150","Base","Motorcycle","Powersports","USA"
"1992","Honda","QR50","Base","Motorcycle","Powersports","USA"
"1992","Honda","XL185","Base","Motorcycle","Powersports","USA"
"1993","Honda","CB1000","Base","Motorcycle","Powersports","USA"
"1993","Honda","CD100","Base","Motorcycle","Powersports","USA"
"1993","Honda","CG125","Base","Motorcycle","Powersports","USA"
"1993","Honda","CH80","Base","Motorcycle","Powersports","USA"
"1993","Honda","CM125","Base","Motorcycle","Powersports","USA"
"1993","Honda","CT200","Base","Motorcycle","Powersports","USA"
"1993","Honda","EZ90","Base","Motorcycle","Powersports","USA"
"1993","Honda","GL100","Base","Motorcycle","Powersports","USA"
"1993","Honda","NH90","Base","Motorcycle","Powersports","USA"
"1993","Honda","SJ50 BALI","Base","Motorcycle","Powersports","USA"
"1993","Honda","ST70","Base","Motorcycle","Powersports","USA"
"1993","Honda","XL600 TRANSALP","Base","Motorcycle","Powersports","USA"
"1994","Honda","CB125","Base","Motorcycle","Powersports","USA"
"1994","Honda","CR80","Base","Motorcycle","Powersports","USA"
"1994","Honda","EZ90","Base","Motorcycle","Powersports","USA"
"1994","Honda","FOURTRAX 200","Base","ATV","Powersports","USA"
"1994","Honda","GL195","Base","Motorcycle","Powersports","USA"
"1994","Honda","NH50","Base","Motorcycle","Powersports","USA"
"1994","Honda","NSR150","Base","Motorcycle","Powersports","USA"
"1994","Honda","QR50","Base","Motorcycle","Powersports","USA"
"1994","Honda","RVF-RC45","Base","Motorcycle","Powersports","USA"
"1994","Honda","ST70","Base","Motorcycle","Powersports","USA"
"1994","Honda","TMX155","Base","Motorcycle","Powersports","USA"
"1994","Honda","VF750","Base","Motorcycle","Powersports","USA"
"1994","Honda","XL600 TRANSALP","Base","Motorcycle","Powersports","USA"
"1995","Honda","C100 SUPER CUB","Base","Motorcycle","Powersports","USA"
"1995","Honda","CB1000","Base","Motorcycle","Powersports","USA"
"1995","Honda","CG125","Base","Motorcycle","Powersports","USA"
"1995","Honda","CT110","Base","Motorcycle","Powersports","USA"
"1995","Honda","FOREMAN 400","Base","ATV","Powersports","USA"
"1995","Honda","NTV650","Base","Motorcycle","Powersports","USA"
"1995","Honda","QR50","Base","Motorcycle","Powersports","USA"
"1995","Honda","SH50 SCOOPY","Base","Motorcycle","Powersports","USA"
"1995","Honda","SJ50 BALI","Base","Motorcycle","Powersports","USA"
"1995","Honda","ST70","Base","Motorcycle","Powersports","USA"
"1995","Honda","VF750","Base","Motorcycle","Powersports","USA"
"1995","Honda","VFR750","Base","Motorcycle","Powersports","USA"
"1996","Honda","FOURTRAX RECON","Base","ATV","Powersports","USA"
"1996","Honda","FREEWAY","Base","Motorcycle","Powersports","USA"
"1996","Honda","NTV650","Base","Motorcycle","Powersports","USA"
"1996","Honda","PK50","Base","Motorcycle","Powersports","USA"
"1996","Honda","SFX","Base","Motorcycle","Powersports","USA"
"1996","Honda","STEED","Base","Motorcycle","Powersports","USA"
"1996","Honda","VF750","Base","Motorcycle","Powersports","USA"
"1996","Honda","VFR750","Base","Motorcycle","Powersports","USA"
"1997","Honda","CBR1000","Base","Motorcycle","Powersports","USA"
"1997","Honda","CBR900 FIREBLAD","Base","Motorcycle","Powersports","USA"
"1997","Honda","DEGREE","Base","Motorcycle","Powersports","USA"
"1997","Honda","FOURTRAX RECON","Base","ATV","Powersports","USA"
"1997","Honda","MONKEY MINIBIKE","Base","Motorcycle","Powersports","USA"
"1997","Honda","NTV650","Base","Motorcycle","Powersports","USA"
"1997","Honda","PK50","Base","Motorcycle","Powersports","USA"
"1997","Honda","SGX50","Base","Motorcycle","Powersports","USA"
"1997","Honda","SH50 SCOOPY","Base","Motorcycle","Powersports","USA"
"1997","Honda","STEED","Base","Motorcycle","Powersports","USA"
"1997","Honda","VT250 SHADOW","Base","Motorcycle","Powersports","USA"
"1997","Honda","XL185","Base","Motorcycle","Powersports","USA"
"1997","Honda","XL600 TRANSALP","Base","Motorcycle","Powersports","USA"
"1998","Honda","BROAD","Base","Motorcycle","Powersports","USA"
"1998","Honda","CB500","Base","Motorcycle","Powersports","USA"
"1998","Honda","CBR1000","Base","Motorcycle","Powersports","USA"
"1998","Honda","CG125","Base","Motorcycle","Powersports","USA"
"1998","Honda","FOREMAN 400","Base","ATV","Powersports","USA"
"1998","Honda","FOURTRAX 400","Base","ATV","Powersports","USA"
"1998","Honda","NSR125","Base","Motorcycle","Powersports","USA"
"1998","Honda","PK50","Base","Motorcycle","Powersports","USA"
"1998","Honda","SH50 SCOOPY","Base","Motorcycle","Powersports","USA"
"1998","Honda","VALKYRIE","Base","Motorcycle","Powersports","USA"
"1998","Honda","VF750","Base","Motorcycle","Powersports","USA"
"1999","Honda","CBR1000","Base","Motorcycle","Powersports","USA"
"1999","Honda","CBR900 FIREBLAD","Base","Motorcycle","Powersports","USA"
"1999","Honda","FOREMAN 400","Base","ATV","Powersports","USA"
"1999","Honda","FOURTRAX 300","Base","ATV","Powersports","USA"
"1999","Honda","SFX","Base","Motorcycle","Powersports","USA"
"1999","Honda","SJ50 BALI","Base","Motorcycle","Powersports","USA"
"1999","Honda","ST70","Base","Motorcycle","Powersports","USA"
"1999","Honda","VF750","Base","Motorcycle","Powersports","USA"
"1999","Honda","VIA","Base","Motorcycle","Powersports","USA"
"1999","Honda","VT1100 SHADOW","Base","Motorcycle","Powersports","USA"
"1999","Honda","Z50","Base","Motorcycle","Powersports","USA"
"2000","Honda","CB500","Base","Motorcycle","Powersports","USA"
"2000","Honda","CHALY","Base","Motorcycle","Powersports","USA"
"2000","Honda","FLEX","Base","Motorcycle","Powersports","USA"
"2000","Honda","FOURTRAX RANCH","Base","ATV","Powersports","USA"
"2000","Honda","FREEWAY","Base","Motorcycle","Powersports","USA"
"2000","Honda","QR50","Base","Motorcycle","Powersports","USA"
"2000","Honda","SGX50","Base","Motorcycle","Powersports","USA"
"2000","Honda","VALKYRIE","Base","Motorcycle","Powersports","USA"
"2000","Honda","VIA","Base","Motorcycle","Powersports","USA"
"2001","Honda","CHALY","Base","Motorcycle","Powersports","USA"
"2001","Honda","DEAUVILLE","Base","Motorcycle","Powersports","USA"
"2001","Honda","FLEX","Base","Motorcycle","Powersports","USA"
"2001","Honda","FOREMAN 400","Base","ATV","Powersports","USA"
"2001","Honda","FOURTRAX RANCH","Base","ATV","Powersports","USA"
"2001","Honda","FREEWAY","Base","Motorcycle","Powersports","USA"
"2001","Honda","JULIO","Base","Motorcycle","Powersports","USA"
"2001","Honda","SPORTRAX 250EX","Base","ATV","Powersports","USA"
"2001","Honda","STEED","Base","Motorcycle","Powersports","USA"
"2001","Honda","VFR800 INTERCEP","Base","Motorcycle","Powersports","USA"
"2001","Honda","Z50","Base","Motorcycle","Powersports","USA"
"2002","Honda","CB900","Base","Motorcycle","Powersports","USA"
"2002","Honda","CR80","Base","Motorcycle","Powersports","USA"
"2002","Honda","FOREMAN 450","Base","ATV","Powersports","USA"
"2002","Honda","FOURTRAX FOREMAN","Base","ATV","Powersports","USA"
"2002","Honda","FREEWAY","Base","Motorcycle","Powersports","USA"
"2002","Honda","SJ50 BALI","Base","Motorcycle","Powersports","USA"
"2002","Honda","SPORTRAX 400EX","Base","ATV","Powersports","USA"
"2002","Honda","STEED","Base","Motorcycle","Powersports","USA"
"2002","Honda","TODAY","Base","Motorcycle","Powersports","USA"
"2002","Honda","VT1100 SHADOW","Base","Motorcycle","Powersports","USA"
"2002","Honda","XL600 TRANSALP","Base","Motorcycle","Powersports","USA"
"2002","Honda","Z50","Base","Motorcycle","Powersports","USA"
"2003","Honda","AQUATRAX F-12X","Base","Personal Watercraft","Powersports","USA"
"2003","Honda","CBR954","Base","Motorcycle","Powersports","USA"
"2003","Honda","CR80","Base","Motorcycle","Powersports","USA"
"2003","Honda","FLEX","Base","Motorcycle","Powersports","USA"
